316609,1
5011,7
439696,1
12389,4
60059,1
6929,5
161345,1
8614,3
137487,2
759,4
57587,1
107757,1
397696,1
6940,9
436988,1
71,6
43994,1
90976,1
124554,2
286277,2
189395,1
97700,2
162293,3
427934,1
46803,6
237395,1
284372,1
256336,1
31549,3
113665,2
503,7
91356,1
32652,2
173861,1
88,11
274148,2
274149,2
171699,1
1274,4
203156,1
2994,6
62045,3
15,5
154893,1
32098,2
12866,2
22252,2
425029,1
35248,5
379679,1
2417,10
265505,1
112050,2
7363,2
396581,2
86142,3
16452,3
253856,1
5226,11
85796,3
357993,1
111667,1
233022,1
7932,2
821,2
94891,1
133528,1
250519,3
236304,1
56771,2
71457,1
69597,4
11921,9
6999,1
107893,1
16358,9
251752,1
3998,11
158380,1
52504,1
11680,2
1988,11
185346,2
392959,2
6800,4
2055,5
39671,1
154603,2
73254,1
29378,1
3228,10
13537,2
177507,2
216,6
61358,1
21273,1
370779,1
26677,4
272461,2
146122,2
225193,3
220,8
126681,3
27095,1
8438,2
76782,2
305239,1
16613,2
424421,1
40939,1
177767,1
5005,5
110041,1
76634,2
86128,1
429956,3
11792,5
78860,2
2156,7
226066,1
65634,4
228315,1
106226,5
392123,1
11565,4
70461,2
11946,7
120793,1
9797,5
260270,1
383,7
188556,2
161378,1
175223,1
455874,2
2177,11
169365,3
190881,2
292256,1
64152,1
62579,2
14621,7
53342,1
53360,1
307829,3
358743,3
222163,1
221874,2
1548,3
331338,1
294416,2
388398,1
3235,3
307876,1
377924,1
310821,2
1574,4
67087,1
7034,1
76740,1
13222,2
43055,2
71909,2
441455,2
62542,5
88702,3
110370,3
416768,1
42916,4
130629,5
95081,4
49685,6
227347,1
18320,2
596,3
2668,4
130058,1
26244,1
11757,3
4214,3
288546,1
41747,1
98117,1
677,11
109608,3
25089,9
130898,3
11666,3
454136,1
199526,1
6820,1
6005,2
116010,2
13813,11
3656,2
106142,1
50434,3
154389,4
51762,4
75966,6
177656,2
225418,5
382080,1
42922,2
56947,3
8219,3
296851,1
5193,11
166461,2
168568,1
164225,1
319571,3
47794,5
410590,1
59195,7
355369,2
23973,4
511,11
293265,2
321295,2
274641,1
31534,3
303386,1
857,3
169889,3
67282,3
194543,1
56792,1
13311,3
122957,1
2671,5
71891,1
69815,2
2356,5
208675,2
115543,4
251191,1
3547,11
193543,6
262394,1
47490,3
141114,2
52687,2
235726,1
14813,5
117488,3
59167,2
98784,1
406926,2
7930,2
369537,1
16783,6
285093,2
8077,3
280228,2
1062,5
338164,3
4259,10
423395,1
18921,2
144864,1
11844,4
226170,1
37820,4
210099,1
310,4
81415,2
365,6
147761,1
54479,1
393389,1
301556,1
454664,1
35080,1
208459,2
2014,10
165626,3
328597,3
213,7
131716,3
64911,11
71141,2
304124,1
156116,2
309343,2
15076,4
12005,4
368454,1
14072,2
47015,6
221100,1
5796,3
151967,2
301,6
56550,1
169929,3
6017,6
81632,2
75092,2
317460,1
169034,1
390640,1
3549,6
381690,1
438212,1
16801,10
357410,1
163,3
136336,1
7569,5
86335,2
182607,2
185398,1
8498,3
166075,7
5410,4
52919,3
42168,7
101271,3
75721,3
293949,2
12281,4
143384,4
188842,1
352,3
170253,3
4368,7
198465,1
43905,2
238179,1
25940,1
2010,6
129458,1
73922,2
185489,1
176971,1
23220,2
312130,1
1276,11
305543,2
49960,2
270381,2
279330,2
32665,2
380432,1
6644,4
58278,2
26139,6
228895,1
152874,1
44902,1
63401,1
32972,8
230102,1
126440,1
39410,5
136238,2
39547,2
55777,1
11213,3
23817,1
2237,5
773,4
387630,2
194654,1
66608,1
34248,2
27983,7
11599,1
4878,1
78961,2
450476,4
197725,3
302797,10
27723,11
417053,2
157539,2
327935,6
157907,4
33035,1
5957,1
418663,2
52182,4
256522,1
31240,3
422675,1
235119,1
105601,7
95289,1
7756,3
234650,1
19913,8
85627,1
17896,2
25606,2
64129,1
425423,2
115712,3
1373,3
280782,1
302271,2
138,5
183507,1
31868,1
31696,5
449321,1
247347,1
200349,1
17527,8
205,8
202936,7
5910,1
449,2
288694,1
49464,1
11030,1
13027,2
7056,4
11286,4
88952,2
50227,7
7903,2
50244,8
80426,8
44184,1
221,4
303052,3
78770,4
46117,10
241841,2
71994,2
28621,1
13234,1
64157,4
147753,3
14454,8
379630,1
13892,1
73451,1
20395,3
267269,9
32620,1
6618,1
10264,5
12931,3
228896,1
11891,3
126980,1
2874,3
131729,5
349,11
179070,2
2836,3
127376,2
105438,2
392900,1
219563,2
126557,2
23095,3
32204,10
46587,2
3758,2
98762,7
9025,7
48742,2
52926,4
22823,3
13239,5
255907,1
8606,2
65495,1
27030,2
234178,1
234177,2
48843,1
330886,1
14727,4
92934,3
92920,6
15488,5
236018,2
26753,4
67507,3
67466,4
127964,7
36315,2
47981,2
233827,2
28951,10
279205,3
109401,3
174362,1
330106,2
12183,4
23318,8
43,5
64997,4
112162,1
154413,2
130654,1
26,8
163812,1
216453,1
335263,4
208328,2
446573,1
60534,2
78887,2
264577,1
210246,1
305173,1
1997,8
155537,1
41583,1
379086,2
31957,4
103545,2
115136,4
22924,6
450536,1
179166,5
74012,3
10179,9
4107,2
13808,11
235206,1
194601,1
121289,2
92584,4
69471,1
21057,2
185990,2
11364,3
6338,4
340736,1
2280,6
10277,2
393630,2
206,7
20368,3
166202,1
322,4
439,7
12751,11
100090,2
36100,2
389,6
12824,6
256660,1
416048,1
31287,3
74324,3
188852,1
16695,6
196908,1
439094,1
456499,1
56698,1
50970,1
32424,4
330777,2
9903,6
383321,4
67382,11
178903,1
178901,1
409307,2
2817,3
158456,1
70155,1
322144,1
13138,1
133306,2
280008,2
23181,5
284962,1
7533,8
173843,4
11102,2
83865,3
115385,2
4076,4
175027,3
10766,2
5542,2
149361,1
8016,3
208312,4
64554,1
36,1
36423,2
131584,2
215141,1
347981,1
253069,2
298998,1
68474,1
363871,1
68278,3
138060,5
140506,2
76777,2
456202,1
362485,2
362486,2
205804,1
334914,1
372070,2
303263,2
323152,1
14650,5
96831,1
325627,3
9155,4
9879,1
293319,1
198186,1
129924,2
239867,3
6080,8
213163,5
27037,6
47789,1
548,3
293351,1
34181,2
128324,1
4467,1
1239,1
294535,2
178791,1
4720,6
180038,2
2320,2
93951,2
47783,3
42157,1
15302,2
86962,1
429687,0
385267,2
385268,2
106449,1
29439,1
102156,1
43067,1
5155,11
3972,11
67853,2
30598,2
283423,1
106536,2
7749,1
14201,5
59827,1
2406,2
80814,11
103447,11
195123,1
264955,1
169096,1
29084,1
128429,1
4905,2
447989,1
96345,1
294333,1
352201,5
98204,11
75300,1
73638,1
222935,1
5516,5
354090,2
33450,4
253279,2
71637,2
18600,1
14794,3
177524,2
87232,1
3604,11
67315,2
9100,3
224591,3
19698,2
54631,1
163758,1
61320,2
255086,2
98458,3
43864,3
245841,1
158210,1
237336,1
345260,2
345259,2
118930,1
781,2
363951,1
431041,1
132001,1
407437,1
31510,3
115981,2
102985,2
136565,6
164216,1
13633,4
325873,1
31271,3
380024,1
308781,3
95397,3
356460,1
221293,2
449638,2
64865,1
129076,1
236928,2
7690,7
319704,1
32414,1
36681,2
230115,5
54218,4
247359,2
68285,10
134588,1
141745,1
47262,2
20231,3
313567,2
56756,4
284399,1
25784,1
11124,2
195861,1
80864,7
386690,1
6971,3
2900,3
32440,3
26158,11
306663,3
1647,3
381590,2
381591,2
14172,1
39891,1
104247,2
129441,3
132765,2
160910,3
24676,3
431097,1
13123,7
374234,3
394018,3
85416,1
18413,3
405173,1
344487,1
7962,4
274616,1
420970,2
100582,2
132456,1
768,3
399096,2
196558,1
39523,1
33266,3
197471,2
87697,3
176609,2
50927,10
158297,1
8942,5
425607,1
243146,1
160997,1
244113,5
246524,5
295596,2
391217,2
47501,3
2287,5
188537,1
146177,1
274137,1
62428,2
116193,1
219548,2
1880,9
90718,3
282887,2
266090,1
92154,1
261945,1
33476,3
186849,1
85739,9
268765,1
121346,1
9150,4
1493,3
299679,1
329379,2
154695,1
47685,2
450619,1
89028,1
130884,5
448785,1
241075,2
287121,8
169329,1
100085,2
95273,2
3341,3
375581,3
398121,2
398120,2
144403,6
42037,1
2164,5
95507,2
358293,2
223808,3
132394,7
288169,1
2870,3
108930,4
42,5
157026,2
88804,4
432423,1
52469,4
183732,1
2194,3
30359,2
4986,2
104596,1
52389,1
125097,1
32630,1
25934,7
90526,1
6331,2
151152,1
198385,1
6948,6
302185,3
20751,3
5403,3
27853,3
116966,7
13821,5
85812,1
35128,3
21697,2
2986,2
318183,1
172408,2
6679,3
147841,2
75143,1
39889,11
263140,1
44133,3
83066,1
9964,9
425834,1
90874,1
156953,1
396659,1
14615,8
192409,2
16460,5
436981,1
29039,2
113517,3
289109,1
152751,2
125541,2
248758,1
77954,1
400208,1
27029,9
294332,1
17621,3
14957,11
5281,8
199226,2
302647,3
428042,2
415031,2
80006,3
36660,3
122182,1
50901,8
212798,1
1430,2
44470,1
95629,5
176860,5
11835,1
32297,3
11074,1
182708,6
4336,11
19026,1
21180,1
220489,1
108697,1
2662,7
13136,5
163902,2
163900,2
230919,1
99428,1
96168,2
351520,5
239940,2
170981,3
80087,5
381064,2
130613,3
27869,2
393688,1
366344,1
328114,1
218783,4
127401,3
327179,1
162229,3
318192,1
250993,1
300756,1
31248,2
104423,6
157705,1
7551,2
120251,2
196768,2
47709,2
286761,2
257743,2
271359,1
50348,2
64494,2
130665,2
387,3
213140,2
82649,1
18536,4
19203,2
23395,6
289526,1
287987,2
48475,2
7268,3
122074,2
65327,1
409687,1
299041,1
306524,1
306525,1
7316,1
1852,8
333425,1
891,4
39929,1
43993,2
172569,1
23680,3
4974,3
8241,3
238138,2
23139,2
410215,1
252801,6
434955,1
54207,3
2649,1
51,2
157508,3
32351,7
157426,2
17989,3
200707,3
4665,11
6957,4
307801,1
3149,1
154120,1
104376,1
124098,1
208681,2
180156,1
58294,2
185597,1
45745,3
37152,1
8,6
203442,4
104047,2
434095,1
60620,1
174080,2
162083,1
148879,1
45583,1
10791,1
84902,6
19604,11
375137,1
388025,1
128270,1
301843,1
76448,3
28551,1
75441,3
194187,1
254611,4
5335,5
60488,2
2673,3
35376,9
188097,1
141036,2
59915,4
95118,2
222734,2
456414,1
94,8
312741,1
295713,2
79902,1
39275,0
28339,1
131619,1
31171,5
11692,11
331351,2
31443,3
192883,1
10726,2
244255,1
30400,5
269661,2
176111,2
329065,3
2175,6
6241,11
210826,3
154285,3
12965,11
258218,1
212245,1
26765,1
158142,1
101713,1
191510,1
531,4
28499,1
28487,1
71695,1
248007,2
408,4
27718,3
119901,3
132872,3
60516,4
141651,1
190101,1
191812,3
27089,3
27071,5
151574,1
94023,3
39102,3
395235,1
53164,2
97131,2
377166,1
3233,4
284012,2
171111,1
47175,2
20385,11
34893,2
199663,2
8970,5
79529,2
79528,2
4860,1
98051,2
164588,1
131313,1
259574,1
68729,1
142311,1
3571,6
221653,2
235067,3
17518,4
156063,1
116808,7
6072,7
42182,11
189354,1
212836,1
8767,5
76271,1
28542,1
8135,3
31713,1
101544,1
158057,1
193649,2
258224,2
7514,2
273860,1
42422,2
26398,11
116701,5
248206,1
280636,1
289859,1
380134,1
1858,5
116260,3
37832,3
376644,4
386147,4
397289,1
31231,2
413271,1
335854,1
61891,5
39124,9
243489,1
322462,4
64653,1
61879,1
177685,2
383973,4
14907,11
170372,2
55471,4
17117,3
98605,3
6956,2
28516,3
146637,6
143817,3
27875,4
374149,2
18741,1
160614,1
519,11
141456,1
38586,1
105890,1
150305,3
127961,3
451585,3
15213,4
20600,1
957,5
440049,1
265816,2
190181,3
303196,2
338210,1
156984,1
240348,1
434603,1
434602,1
432164,1
14584,4
70453,2
26408,2
294557,1
342690,1
59731,1
59730,1
403186,1
136542,4
308,4
215897,1
8005,6
62608,1
9912,3
87583,1
11162,2
185342,3
232009,3
238523,2
249191,2
14558,3
14577,8
273069,3
16331,3
383788,0
115906,1
54072,2
19870,8
80009,5
232004,3
259800,1
51472,6
174901,4
126728,2
26755,7
322313,2
322312,2
297475,1
297476,1
102064,1
26691,2
219886,1
156861,2
103683,2
256680,1
8903,5
29675,1
2941,9
79614,3
28432,3
326235,1
206641,1
352519,1
121210,1
235235,1
217366,2
200957,1
370,5
317870,2
317869,2
104692,1
333331,4
376443,4
20955,2
128418,1
72548,2
112127,4
90963,3
117423,3
193569,2
124023,1
81836,1
52027,1
362468,1
252064,2
252063,2
10481,3
6,4
32997,3
227808,3
17575,1
363958,1
253,2
344640,1
309251,1
102339,2
173294,1
127431,1
373377,1
33787,2
192716,1
69021,1
210265,2
109972,2
56300,1
30042,1
130006,1
14572,5
201597,1
201598,1
238339,1
29006,2
422,2
414143,1
7117,5
448052,3
110461,1
34218,1
92359,1
14075,6
182331,1
47884,1
220015,1
95528,1
156237,2
238225,4
4122,2
29805,3
351893,1
35950,3
284503,1
67774,3
93086,1
68885,4
1489,1
89802,3
89803,2
362662,1
37759,3
51288,3
6793,6
446148,1
485,4
30089,1
81705,1
37092,1
49716,3
248821,2
43701,4
12425,3
75480,4
11777,2
11355,4
199212,2
19,4
205492,1
346362,1
374941,1
288604,1
233026,1
15769,3
16546,2
45424,3
16527,9
33143,2
29297,2
26088,1
399885,1
327,5
153197,4
44290,4
420902,2
61994,1
527,3
206100,1
82567,2
41943,1
1786,0
354861,1
404329,1
320345,1
441025,1
180674,3
23125,3
50313,1
375085,2
27483,11
427058,1
393271,2
75790,2
33151,3
2165,3
5933,2
356264,3
57958,3
75798,9
9806,3
39636,4
6127,3
102174,3
121104,1
132436,2
196379,4
145436,1
29233,3
110221,1
198020,1
26645,1
84063,2
444440,2
304326,1
750,5
316950,1
6963,3
283641,1
56677,1
241486,1
258647,2
1267,4
108717,1
21934,1
225591,1
120630,7
5196,5
44798,2
7274,7
271421,2
271420,2
61381,1
2060,4
112205,1
56858,1
34236,6
42223,2
100167,2
440969,1
26171,7
136710,2
15673,1
190264,3
533,4
266172,1
17647,4
26620,1
50741,1
12514,2
193999,2
1834,3
334524,1
278094,1
125279,6
71822,8
35375,9
52192,2
12891,3
203555,3
317,4
95693,2
16772,3
51610,3
450793,1
5669,5
56968,11
211323,2
115127,2
136907,1
4,5
443656,1
180689,1
6166,3
151331,2
39493,2
208846,2
103249,2
289252,1
170348,1
105407,7
49125,6
9154,2
9213,1
297596,1
19343,5
137456,2
7057,5
274403,1
33383,3
197463,1
197462,1
15439,11
98443,3
253876,1
253875,1
19955,5
8877,3
398628,0
93184,4
9951,5
366077,2
151154,2
287191,2
191834,8
13820,11
204972,2
267508,1
35103,3
288838,2
60021,4
61201,1
61211,3
310768,1
174061,1
52996,1
21704,2
39500,1
39514,1
14913,4
189345,3
28476,6
7566,6
254009,1
979,3
114982,3
153474,1
259489,1
26152,2
266205,5
206061,1
209661,1
11039,4
35588,1
386519,2
52920,2
55571,2
59184,2
403023,1
54057,1
998,1
343667,1
35434,3
21122,6
259883,2
117348,1
27712,4
320431,0
54772,2
101906,2
